2025-09-10 00:00:16: (server.c.1230) [note] graceful shutdown started
2025-09-10 00:00:16: (server.c.2350) server stopped by UID = 0 PID = 853759
received HUP, spawning a new worker
starting new worker 853765
[INFO] raised RLIMIT_NOFILE to 65536
h2o server (pid:853765) is ready to serve requests
:::Lighttpd Wed Sep 10 01:46:53 AM EDT 2025:::
:::h2o Wed Sep 10 01:46:56 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:46:59 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:47:02 AM EDT 2025:::
:::h2o Wed Sep 10 01:47:05 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:47:08 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:47:11 AM EDT 2025:::
:::h2o Wed Sep 10 01:47:14 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:47:17 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:47:20 AM EDT 2025:::
:::h2o Wed Sep 10 01:47:23 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:47:26 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:47:29 AM EDT 2025:::
:::h2o Wed Sep 10 01:47:32 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:47:35 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:47:38 AM EDT 2025:::
:::h2o Wed Sep 10 01:47:41 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:47:44 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:47:47 AM EDT 2025:::
:::h2o Wed Sep 10 01:47:50 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:47:53 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:47:56 AM EDT 2025:::
:::h2o Wed Sep 10 01:48:00 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:48:03 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:48:06 AM EDT 2025:::
:::h2o Wed Sep 10 01:48:09 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:48:12 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:48:15 AM EDT 2025:::
:::h2o Wed Sep 10 01:48:18 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:48:21 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:48:24 AM EDT 2025:::
:::h2o Wed Sep 10 01:48:27 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:48:30 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:48:33 AM EDT 2025:::
:::h2o Wed Sep 10 01:48:36 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:48:39 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:48:42 AM EDT 2025:::
:::h2o Wed Sep 10 01:48:45 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:48:48 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:48:51 AM EDT 2025:::
:::h2o Wed Sep 10 01:48:54 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:48:57 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:49:00 AM EDT 2025:::
:::h2o Wed Sep 10 01:49:03 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:49:06 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:49:10 AM EDT 2025:::
:::h2o Wed Sep 10 01:49:13 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:49:16 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:49:19 AM EDT 2025:::
:::h2o Wed Sep 10 01:49:22 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:49:25 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:49:28 AM EDT 2025:::
:::h2o Wed Sep 10 01:49:31 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:49:34 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:49:37 AM EDT 2025:::
:::h2o Wed Sep 10 01:49:40 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:49:43 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:49:46 AM EDT 2025:::
:::h2o Wed Sep 10 01:49:49 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:49:52 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:49:55 AM EDT 2025:::
:::h2o Wed Sep 10 01:49:58 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:50:01 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:50:04 AM EDT 2025:::
:::h2o Wed Sep 10 01:50:07 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:50:10 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:50:13 AM EDT 2025:::
:::h2o Wed Sep 10 01:50:16 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:50:19 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:50:23 AM EDT 2025:::
:::h2o Wed Sep 10 01:50:26 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:50:29 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:50:32 AM EDT 2025:::
:::h2o Wed Sep 10 01:50:35 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:50:38 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:50:41 AM EDT 2025:::
:::h2o Wed Sep 10 01:50:44 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:50:47 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:50:50 AM EDT 2025:::
:::h2o Wed Sep 10 01:50:53 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:50:56 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:50:59 AM EDT 2025:::
:::h2o Wed Sep 10 01:51:02 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:51:05 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:51:08 AM EDT 2025:::
:::h2o Wed Sep 10 01:51:11 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:51:14 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:51:17 AM EDT 2025:::
:::h2o Wed Sep 10 01:51:20 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:51:23 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:51:26 AM EDT 2025:::
:::h2o Wed Sep 10 01:51:29 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:51:32 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:51:36 AM EDT 2025:::
:::h2o Wed Sep 10 01:51:39 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:51:42 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:51:45 AM EDT 2025:::
:::h2o Wed Sep 10 01:51:48 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:51:51 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:51:54 AM EDT 2025:::
:::h2o Wed Sep 10 01:51:57 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:52:00 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:52:03 AM EDT 2025:::
:::h2o Wed Sep 10 01:52:06 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:52:09 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:52:12 AM EDT 2025:::
:::h2o Wed Sep 10 01:52:15 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:52:18 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:52:21 AM EDT 2025:::
:::h2o Wed Sep 10 01:52:24 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:52:27 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:52:30 AM EDT 2025:::
:::h2o Wed Sep 10 01:52:33 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:52:36 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:52:39 AM EDT 2025:::
:::h2o Wed Sep 10 01:52:42 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:52:45 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:52:49 AM EDT 2025:::
:::h2o Wed Sep 10 01:52:52 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:52:55 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:52:58 AM EDT 2025:::
:::h2o Wed Sep 10 01:53:01 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:53:04 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:53:07 AM EDT 2025:::
:::h2o Wed Sep 10 01:53:10 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:53:13 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:53:16 AM EDT 2025:::
:::h2o Wed Sep 10 01:53:19 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:53:22 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:53:25 AM EDT 2025:::
:::h2o Wed Sep 10 01:53:28 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:53:31 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:53:34 AM EDT 2025:::
:::h2o Wed Sep 10 01:53:37 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:53:40 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:53:43 AM EDT 2025:::
:::h2o Wed Sep 10 01:53:46 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:53:49 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:53:52 AM EDT 2025:::
:::h2o Wed Sep 10 01:53:55 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:53:59 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:54:02 AM EDT 2025:::
:::h2o Wed Sep 10 01:54:05 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:54:08 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:54:11 AM EDT 2025:::
:::h2o Wed Sep 10 01:54:14 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:54:17 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:54:20 AM EDT 2025:::
:::h2o Wed Sep 10 01:54:23 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:54:26 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:54:29 AM EDT 2025:::
:::h2o Wed Sep 10 01:54:32 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:54:35 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:54:38 AM EDT 2025:::
:::h2o Wed Sep 10 01:54:41 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:54:44 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:54:47 AM EDT 2025:::
:::h2o Wed Sep 10 01:54:50 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:54:53 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:54:56 AM EDT 2025:::
:::h2o Wed Sep 10 01:54:59 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:55:02 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:55:05 AM EDT 2025:::
:::h2o Wed Sep 10 01:55:08 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:55:12 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:55:15 AM EDT 2025:::
:::h2o Wed Sep 10 01:55:18 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:55:21 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:55:24 AM EDT 2025:::
:::h2o Wed Sep 10 01:55:27 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:55:30 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:55:33 AM EDT 2025:::
:::h2o Wed Sep 10 01:55:36 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:55:39 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:55:42 AM EDT 2025:::
:::h2o Wed Sep 10 01:55:45 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:55:48 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:55:51 AM EDT 2025:::
:::h2o Wed Sep 10 01:55:54 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:55:57 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:56:00 AM EDT 2025:::
:::h2o Wed Sep 10 01:56:03 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:56:06 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:56:09 AM EDT 2025:::
:::h2o Wed Sep 10 01:56:12 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:56:15 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:56:18 AM EDT 2025:::
:::h2o Wed Sep 10 01:56:21 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:56:25 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:56:28 AM EDT 2025:::
:::h2o Wed Sep 10 01:56:31 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:56:34 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:56:37 AM EDT 2025:::
:::h2o Wed Sep 10 01:56:40 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:56:43 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:56:46 AM EDT 2025:::
:::h2o Wed Sep 10 01:56:49 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:56:52 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:56:55 AM EDT 2025:::
:::h2o Wed Sep 10 01:56:58 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:57:01 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:57:04 AM EDT 2025:::
:::h2o Wed Sep 10 01:57:07 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:57:10 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:57:13 AM EDT 2025:::
:::h2o Wed Sep 10 01:57:16 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:57:19 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:57:22 AM EDT 2025:::
:::h2o Wed Sep 10 01:57:25 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:57:28 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:57:31 AM EDT 2025:::
:::h2o Wed Sep 10 01:57:35 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:57:38 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:57:41 AM EDT 2025:::
:::h2o Wed Sep 10 01:57:44 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:57:47 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:57:50 AM EDT 2025:::
:::h2o Wed Sep 10 01:57:53 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:57:56 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:57:59 AM EDT 2025:::
:::h2o Wed Sep 10 01:58:02 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:58:05 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:58:08 AM EDT 2025:::
:::h2o Wed Sep 10 01:58:11 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:58:14 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:58:17 AM EDT 2025:::
:::h2o Wed Sep 10 01:58:20 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:58:23 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:58:26 AM EDT 2025:::
:::h2o Wed Sep 10 01:58:29 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:58:32 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:58:35 AM EDT 2025:::
:::h2o Wed Sep 10 01:58:38 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:58:41 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:58:44 AM EDT 2025:::
:::h2o Wed Sep 10 01:58:48 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:58:51 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:58:54 AM EDT 2025:::
:::h2o Wed Sep 10 01:58:57 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:59:00 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:59:03 AM EDT 2025:::
:::h2o Wed Sep 10 01:59:06 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:59:09 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:59:12 AM EDT 2025:::
:::h2o Wed Sep 10 01:59:15 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:59:18 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:59:21 AM EDT 2025:::
:::h2o Wed Sep 10 01:59:24 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:59:27 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:59:30 AM EDT 2025:::
:::h2o Wed Sep 10 01:59:33 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:59:36 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:59:39 AM EDT 2025:::
:::h2o Wed Sep 10 01:59:42 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:59:45 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:59:48 AM EDT 2025:::
:::h2o Wed Sep 10 01:59:51 AM EDT 2025:::
:::Apache2 Wed Sep 10 01:59:54 AM EDT 2025:::
:::Lighttpd Wed Sep 10 01:59:57 AM EDT 2025:::
:::h2o Wed Sep 10 02:00:01 AM EDT 2025:::
